0.880826271186, 0.440148305085, 0.05, 
0.744703389831, 0.371822033898, 0.1, 
0.713983050847, 0.356991525424, 0.15, 
0.631355932203, 0.314618644068, 0.2, 
0.539194915254, 0.26906779661, 0.25, 
0.528601694915, 0.263771186441, 0.35, 
0.529661016949, 0.264830508475, 0.45, 
0.495233050847, 0.247351694915, 0.6, 
0.480402542373, 0.239936440678, 0.85, 
0.448622881356, 0.224046610169, 1.0, 
0.933262711864, 0.466101694915, 0.05, 
0.88718220339, 0.443326271186, 0.05, 
0.910487288136, 0.454978813559, 0.05, 
0.905720338983, 0.452330508475, 0.05, 
0.915254237288, 0.45656779661, 0.05, 
0.771186440678, 0.385593220339, 0.1, 
0.757415254237, 0.378177966102, 0.1, 
0.751059322034, 0.375, 0.1, 
0.760593220339, 0.380296610169, 0.1, 
0.745233050847, 0.372351694915, 0.1, 
0.673728813559, 0.335805084746, 0.15, 
0.733050847458, 0.366525423729, 0.15, 
0.702330508475, 0.35063559322, 0.15, 
0.719809322034, 0.359639830508, 0.15, 
0.652012711864, 0.325741525424, 0.15, 
0.665783898305, 0.332097457627, 0.2, 
0.64406779661, 0.322033898305, 0.2, 
0.689618644068, 0.344279661017, 0.2, 
