10, 2.42788340702, 0.0, 0.0, 0.0, 
10, 2.60130365037, 0.4, 0.2, 0.0, 
10, 2.77472389373, 0.0, 0.0, 0.0, 
10, 2.88311154583, 0.0, 0.0, 0.0, 
10, 2.92646660667, 0.0, 0.0, 0.0, 
10, 2.94814413709, 0.4, 0.2, 0.0, 
10, 2.96982166751, 0.0, 0.0, 0.0, 
10, 3.03485425877, 0.0, 0.0, 0.0, 
10, 3.05653178919, 0.0, 0.0, 0.0, 
10, 3.09988685003, 0.0, 0.0, 0.0, 
10, 3.12156438045, 0.0, 0.0, 0.0, 
10, 3.14324191087, 0.0, 0.0, 0.0, 
10, 3.18659697171, 0.0, 0.0, 0.0, 
10, 3.29498462381, 0.0, 0.0, 0.0, 
10, 3.46840486717, 0.4, 0.2, 0.0, 
10, 4.29193205258, 0.0, 0.0, 0.0, 
10, 2.42788340702, 0.0, 0.0, 0.0, 
10, 2.60130365037, 0.0, 0.0, 0.0, 
