5000, 2.91842306587, 1.4496, 0.7248, 0.0, 
5000, 2.91842306587, 1.4516, 0.7258, 0.0, 
5000, 2.91842306587, 1.4488, 0.7244, 0.0, 
5000, 2.91842306587, 1.4528, 0.7264, 0.0, 
5000, 2.91842306587, 1.43, 0.715, 0.0, 
5000, 2.91842306587, 1.4352, 0.7176, 0.0, 
5000, 2.91842306587, 1.4316, 0.7158, 0.0, 
5000, 2.91842306587, 1.4304, 0.7152, 0.0, 
5000, 2.91842306587, 1.4264, 0.7132, 0.0, 
5000, 2.91842306587, 1.446, 0.723, 0.0, 
5000, 2.91842306587, 1.4452, 0.7226, 0.0, 
5000, 2.91842306587, 1.436, 0.718, 0.0, 
5000, 2.91842306587, 1.4276, 0.7138, 0.0, 
5000, 2.91842306587, 1.4316, 0.7158, 0.0, 
5000, 2.91842306587, 1.4136, 0.7068, 0.0, 
5000, 2.91842306587, 1.4284, 0.7142, 0.0, 
5000, 2.91842306587, 1.416, 0.708, 0.0, 
5000, 2.91842306587, 1.4172, 0.7086, 0.0, 
5000, 2.91842306587, 1.432, 0.716, 0.0, 
5000, 2.91842306587, 1.4412, 0.7206, 0.0, 
5000, 2.91842306587, 1.446, 0.723, 0.0, 
5000, 2.91842306587, 1.46, 0.73, 0.0, 
5000, 2.91842306587, 1.4536, 0.7268, 0.0, 
5000, 2.91842306587, 1.424, 0.712, 0.0, 
5000, 2.91842306587, 1.4444, 0.7222, 0.0, 
5000, 2.91842306587, 1.4344, 0.7172, 0.0, 
5000, 2.91842306587, 1.4356, 0.7178, 0.0, 
5000, 2.91842306587, 1.4244, 0.7122, 0.0, 
5000, 2.91842306587, 1.4288, 0.7144, 0.0, 
5000, 2.91842306587, 1.4488, 0.7244, 0.0, 
5000, 2.91842306587, 1.4292, 0.7146, 0.0, 
5000, 2.91842306587, 1.4348, 0.7174, 0.0, 
5000, 2.91842306587, 1.4188, 0.7094, 0.0, 
5000, 2.91842306587, 1.4364, 0.7182, 0.0, 
5000, 2.91842306587, 1.4076, 0.7038, 0.0, 
5000, 2.91842306587, 1.4448, 0.7224, 0.0, 
5000, 2.91842306587, 1.4392, 0.7196, 0.0, 
5000, 2.91842306587, 1.4492, 0.7246, 0.0, 
5000, 2.91842306587, 1.4436, 0.7218, 0.0, 
5000, 2.91842306587, 1.4272, 0.7136, 0.0, 
5000, 2.91842306587, 1.4504, 0.7252, 0.0, 
5000, 2.91842306587, 1.4196, 0.7098, 0.0, 
5000, 2.91842306587, 1.4124, 0.7062, 0.0, 
5000, 2.91842306587, 1.4204, 0.7102, 0.0, 
5000, 2.91842306587, 1.4132, 0.7066, 0.0, 
5000, 2.91842306587, 1.438, 0.719, 0.0, 
5000, 2.91842306587, 1.4444, 0.7222, 0.0, 
5000, 2.91842306587, 1.4252, 0.7126, 0.0, 
5000, 2.91842306587, 1.4276, 0.7138, 0.0, 
5000, 2.91842306587, 1.4316, 0.7158, 0.0, 
5000, 2.91842306587, 1.418, 0.709, 0.0, 
5000, 2.91842306587, 1.4456, 0.7228, 0.0, 
5000, 2.91842306587, 1.4344, 0.7172, 0.0, 
5000, 2.91842306587, 1.4516, 0.7258, 0.0, 
5000, 2.91842306587, 1.4543, 0.7271, 0.0, 
5000, 2.91842306587, 1.4556, 0.7278, 0.0, 
5000, 2.91842306587, 1.4328, 0.7164, 0.0, 
5000, 2.91842306587, 1.4524, 0.7262, 0.0, 
5000, 2.91842306587, 1.4156, 0.7078, 0.0, 
5000, 2.91842306587, 1.4247, 0.7123, 0.0, 
5000, 2.91842306587, 1.4267, 0.7133, 0.0, 
